Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number,Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code,Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2025-04-12 00:53:33,30476.85,Alice Johnson,378282246310005,Lowes,5542,20002,JPY,Visa,02/27,284,404,TXN772829,1,38,ATM,1.1.1.1,Fire OS,user789,High-value transaction
2025-05-26 09:56:01,36408.14,Stephen Strange,3566002020360505,Best Buy,5411,80008,CNY,MasterCard,11/36,280,202,TXN968801,1,9,EFT,192.168.1.1,BlackBerry,user1112,In-store purchase
2025-05-06 16:55:41,28096.87,Peter Parker,378734493671000,Merchant E,5599,30003,GBP,MasterCard,09/34,929,400,TXN586254,1,4,ATM,192.168.1.1,MacOS,user5678,Subscription payment
2025-07-26 13:33:17,36995.66,Bruce Wayne,5500000000000004,Home Depot,5542,13003,INR,JCB,07/32,760,400,TXN206296,0,6,ATM,192.168.1.1,Windows,testuser,Suspicious activity
2025-10-11 13:18:22,3922.59,Peter Parker,378734493671000,Merchant E,4111,70007,GBP,MasterCard,09/34,929,400,TXN477334,1,29,Mobile,192.168.1.1,Windows Phone,user5678,High-value transaction
2025-12-12 16:20:29,46061.56,Alice Johnson,378282246310005,Merchant B,5812,12002,INR,UnionPay,02/27,284,404,TXN703431,0,3,ATM,1.2.4.8,Android,user789,Suspicious activity
2025-06-11 00:22:01,34360.74,Bob Brown,6011111111111117,Costco,5812,40004,USD,Discover,03/28,442,404,TXN944669,0,27,Online,208.67.222.222,Linux,user101,ATM withdrawal
2025-03-11 23:28:41,42440.07,Charlie Davis,371449635398431,Lowes,5542,70007,EUR,Amex,04/29,414,400,TXN596602,1,50,ATM,192.168.1.1,MacOS,user202,Suspicious activity
2025-07-30 07:57:28,37070.44,Wanda Maximoff,3566002020360507,Amazon,5599,90009,CNY,Diners Club,01/38,724,200,TXN367052,1,35,Online,1.1.1.1,Fire OS,user1516,International transaction
2025-05-01 04:01:22,25310.29,Wanda Maximoff,3566002020360507,CVS,5704,15005,USD,MasterCard,01/38,724,202,TXN304328,0,17,ATM,1.2.4.8,Android,user1516,In-store purchase
2025-04-09 19:58:07,18838.19,Diana Prince,4012888888881881,Merchant E,4111,90009,GBP,UnionPay,05/30,585,400,TXN366506,0,2,ATM,172.16.0.1,iPad,admin,Bill payment
2025-07-06 05:31:14,43232.51,Charlie Davis,371449635398431,Walmart,5813,40004,CAD,Interac,04/29,414,400,TXN160738,0,7,ATM,8.8.8.8,Linux,user202,Regular purchase
2025-04-22 23:09:46,48807.77,Carol Danvers,3566002020360506,Walmart,5977,14004,CHF,UnionPay,12/37,715,400,TXN309522,0,32,EFT,172.16.0.1,iPhone,user1314,Bill payment
2025-04-22 04:33:05,47501.23,Bob Brown,6011111111111117,Amazon,5967,14004,NZD,Visa,03/28,442,400,TXN764003,0,29,EFT,8.8.8.8,Windows Phone,user101,International transaction
2025-08-07 11:37:24,8001.43,Scott Lang,3566002020360508,Walmart,5813,15005,NZD,MasterCard,02/39,214,202,TXN358489,0,40,POS,1.2.4.8,iPhone,user1718,In-store purchase
2025-01-18 19:21:58,18958.87,Alice Johnson,378282246310005,Merchant D,5967,70007,EUR,Discover,02/27,284,400,TXN770885,1,46,EFT,208.67.220.220,Chrome OS,user789,Routine transaction
2025-04-17 12:32:31,27417.81,Peter Parker,378734493671000,Merchant A,5967,80008,EUR,Interac,09/34,929,200,TXN699961,0,15,EFT,1.1.1.1,Linux,user5678,Regular purchase
2025-07-16 01:54:28,42355.52,Clark Kent,4222200027927082,Costco,5813,100010,GBP,Maestro,06/31,927,200,TXN162318,1,23,Mobile,1.2.4.8,BlackBerry,guest,Bill payment
2025-03-10 20:23:54,41997.68,Jane Smith,5555555555554444,Home Depot,4111,11001,CAD,UnionPay,01/26,289,200,TXN225629,1,18,ATM,1.1.1.1,iPhone,user456,Routine transaction
2025-05-09 03:48:37,1496.18,Alice Johnson,378282246310005,Merchant C,5542,30003,CNY,JCB,02/27,284,400,TXN747407,1,10,EFT,192.168.1.1,Chrome OS,user789,ATM withdrawal
2025-10-19 15:10:30,6829.1,Stephen Strange,3566002020360505,Home Depot,5541,30003,AUD,Visa,11/36,280,404,TXN877328,0,45,ATM,8.8.8.8,iPad,user1112,Online shopping
2025-08-25 23:48:14,38289.55,Charlie Davis,371449635398431,Merchant D,5814,90009,GBP,MasterCard,04/29,414,404,TXN176589,0,32,EFT,1.2.4.8,Chrome OS,user202,Regular purchase
2025-05-07 11:35:38,3988.94,Clark Kent,4222200027927082,Walmart,5722,100010,INR,MasterCard,06/31,927,202,TXN154847,0,43,POS,172.16.0.1,Chrome OS,guest,Online shopping
2025-11-09 13:39:04,41986.0,Peter Parker,378734493671000,Lowes,5814,60006,GBP,JCB,09/34,929,400,TXN688472,1,46,POS,8.8.8.8,Linux,user5678,ATM withdrawal
2025-09-17 05:29:18,29529.65,Tony Stark,5555555555555555,Best Buy,5967,70007,JPY,Visa Electron,08/33,988,400,TXN589896,0,6,EFT,8.8.4.4,Windows Phone,user1234,International transaction
2025-09-08 01:55:43,18742.54,Jane Smith,5555555555554444,Merchant E,5967,40004,CHF,MasterCard,01/26,289,202,TXN451404,1,9,Mobile,1.1.1.1,iPhone,user456,Suspicious activity
2025-07-21 18:58:06,47973.39,Peter Parker,378734493671000,Merchant C,5542,20002,INR,Visa,09/34,929,202,TXN998982,1,33,Online,8.8.8.8,BlackBerry,user5678,Online shopping
2025-05-19 03:31:49,35151.97,Bruce Wayne,5500000000000004,Merchant D,5599,80008,CHF,Diners Club,07/32,760,202,TXN171512,0,5,ATM,192.168.1.1,iPhone,testuser,Suspicious activity
2025-08-05 00:10:54,39054.36,Bruce Wayne,5500000000000004,Lowes,5542,15005,GBP,Discover,07/32,760,202,TXN671211,1,50,EFT,10.0.0.1,Chrome OS,testuser,High-value transaction
2025-09-21 00:15:13,33345.07,Scott Lang,3566002020360508,Merchant C,5999,20002,AUD,Discover,02/39,214,400,TXN883310,0,8,ATM,10.0.0.1,Windows Phone,user1718,International transaction
2025-11-26 11:44:14,46863.38,Clark Kent,4222200027927082,Merchant B,5549,50005,JPY,UnionPay,06/31,927,404,TXN601022,1,22,Online,208.67.222.222,Fire OS,guest,International transaction
2025-03-02 01:51:00,6995.2,Alice Johnson,378282246310005,CVS,5977,11001,CHF,Discover,02/27,284,400,TXN238116,0,23,EFT,1.1.1.1,Linux,user789,Regular purchase
2025-05-02 08:08:15,7177.79,Diana Prince,4012888888881881,CVS,5814,13003,JPY,Maestro,05/30,585,400,TXN900153,1,13,EFT,192.168.1.1,Linux,admin,Online shopping
2025-06-12 14:43:16,26919.5,Diana Prince,4012888888881881,Merchant C,5722,60006,INR,Diners Club,05/30,585,200,TXN893830,0,42,EFT,210.2.4.8,Windows,admin,Suspicious activity
2025-04-28 07:52:50,5797.85,Natasha Romanoff,6011000990139424,Kroger,5411,50005,CNY,MasterCard,10/35,921,404,TXN896480,0,31,Online,1.2.4.8,Fire OS,user9101,In-store purchase
2025-05-22 14:14:49,27212.23,Alice Johnson,378282246310005,Best Buy,5977,100010,CNY,Interac,02/27,284,202,TXN834024,0,16,POS,172.16.0.1,Android,user789,High-value transaction
2025-06-01 01:30:34,44990.34,Charlie Davis,371449635398431,Walmart,5813,11001,CHF,Visa Electron,04/29,414,202,TXN382403,1,29,Mobile,192.168.1.1,BlackBerry,user202,Regular purchase
2025-05-03 05:54:07,27090.01,John Doe,4111111111111111,Best Buy,5411,100010,CAD,Maestro,12/25,994,202,TXN977371,1,46,Mobile,172.16.0.1,Chrome OS,user123,Routine transaction
2025-05-22 11:42:54,35376.67,Scott Lang,3566002020360508,Home Depot,5542,14004,JPY,Visa Electron,02/39,214,200,TXN427916,0,5,Online,192.168.1.1,Linux,user1718,High-value transaction
2025-03-25 00:05:10,26931.86,Stephen Strange,3566002020360505,Merchant C,5722,90009,CHF,Visa,11/36,280,200,TXN985454,0,35,EFT,208.67.220.220,Chrome OS,user1112,High-value transaction
2025-04-19 05:19:46,15468.18,Scott Lang,3566002020360508,Home Depot,5411,11001,INR,Amex,02/39,214,200,TXN174607,0,7,ATM,208.67.222.222,Windows Phone,user1718,High-value transaction
2025-09-22 06:09:09,12815.2,Tony Stark,5555555555555555,Amazon,5813,20002,INR,Interac,08/33,988,404,TXN313865,1,9,ATM,210.2.4.8,BlackBerry,user1234,In-store purchase
2025-04-05 22:44:33,32039.28,Tony Stark,5555555555555555,Best Buy,5814,90009,USD,Maestro,08/33,988,200,TXN757153,0,47,POS,210.2.4.8,Fire OS,user1234,Regular purchase
2025-08-05 18:08:42,37862.24,Charlie Davis,371449635398431,Walgreens,5542,12002,EUR,Visa,04/29,414,404,TXN716011,0,47,Online,8.8.4.4,MacOS,user202,Routine transaction
2025-01-18 12:00:56,24169.1,Carol Danvers,3566002020360506,Walgreens,4111,13003,NZD,Diners Club,12/37,715,404,TXN371395,1,33,Online,10.0.0.1,Windows Phone,user1314,In-store purchase
2025-08-20 21:44:48,47735.67,Peter Parker,378734493671000,Kroger,7011,12002,JPY,Visa,09/34,929,202,TXN644873,0,11,Mobile,1.2.4.8,BlackBerry,user5678,Routine transaction
2025-03-01 13:11:08,29061.04,Scott Lang,3566002020360508,Target,5967,40004,CHF,Discover,02/39,214,202,TXN620579,0,37,EFT,172.16.0.1,MacOS,user1718,Subscription payment
2025-12-12 13:36:00,35968.14,Jane Smith,5555555555554444,Merchant E,5722,13003,AUD,Maestro,01/26,289,404,TXN246571,1,25,Mobile,192.168.1.1,Windows Phone,user456,Regular purchase
2025-05-11 07:58:11,40575.74,Stephen Strange,3566002020360505,Merchant D,5541,60006,CAD,MasterCard,11/36,280,404,TXN857765,0,15,Mobile,210.2.4.8,iPad,user1112,ATM withdrawal
2025-12-28 09:34:50,41264.06,Natasha Romanoff,6011000990139424,Merchant E,5977,80008,JPY,Diners Club,10/35,921,404,TXN520244,0,43,Online,8.8.4.4,iPad,user9101,International transaction
2025-09-23 07:12:34,37862.62,Stephen Strange,3566002020360505,Merchant A,5411,60006,AUD,Amex,11/36,280,200,TXN982077,1,44,Online,8.8.8.8,Chrome OS,user1112,International transaction
2025-04-09 00:08:53,48817.79,Charlie Davis,371449635398431,Walgreens,5542,90009,CAD,Interac,04/29,414,400,TXN526455,1,37,Mobile,208.67.222.222,iPad,user202,Suspicious activity
2025-11-25 02:54:36,38535.83,John Doe,4111111111111111,Home Depot,5967,80008,JPY,Maestro,12/25,994,400,TXN777426,0,33,Mobile,210.2.4.8,MacOS,user123,Bill payment
2025-03-07 19:26:05,6981.46,Stephen Strange,3566002020360505,Merchant A,5813,80008,USD,Amex,11/36,280,404,TXN135262,1,47,Online,192.168.1.1,Linux,user1112,ATM withdrawal
2025-03-08 13:14:55,5966.9,Stephen Strange,3566002020360505,CVS,5967,70007,CAD,Diners Club,11/36,280,400,TXN487714,0,50,Online,208.67.220.220,Android,user1112,High-value transaction
2025-06-08 18:14:33,37331.91,Scott Lang,3566002020360508,Walmart,5977,15005,JPY,Discover,02/39,214,400,TXN441724,1,38,Online,210.2.4.8,BlackBerry,user1718,In-store purchase
2025-05-22 14:51:09,20774.06,Charlie Davis,371449635398431,Home Depot,5704,15005,CAD,Discover,04/29,414,400,TXN843097,1,3,ATM,10.0.0.1,Android,user202,Online shopping
2025-11-12 20:34:38,33056.94,Peter Parker,378734493671000,Merchant D,5599,100010,INR,Visa,09/34,929,200,TXN549914,1,21,ATM,210.2.4.8,Android,user5678,Routine transaction
2025-06-22 07:31:51,26357.25,Jane Smith,5555555555554444,Merchant B,5541,40004,AUD,Visa Electron,01/26,289,202,TXN807980,1,50,Online,8.8.4.4,BlackBerry,user456,Bill payment
2025-11-26 06:25:33,22498.82,Jane Smith,5555555555554444,Costco,5599,80008,EUR,UnionPay,01/26,289,400,TXN880243,1,5,EFT,8.8.4.4,BlackBerry,user456,Suspicious activity
2025-01-28 09:01:28,17285.55,Jane Smith,5555555555554444,Walmart,5704,13003,GBP,Interac,01/26,289,400,TXN173805,0,8,EFT,8.8.4.4,MacOS,user456,In-store purchase
2025-12-04 11:20:24,1050.56,Bob Brown,6011111111111117,Walmart,5722,40004,CAD,JCB,03/28,442,202,TXN379149,1,9,POS,8.8.8.8,iPad,user101,Online shopping
2025-11-30 09:33:41,28785.6,Stephen Strange,3566002020360505,Merchant B,5967,30003,EUR,Visa,11/36,280,200,TXN719862,0,50,EFT,1.1.1.1,iPhone,user1112,ATM withdrawal
2025-08-03 11:32:50,24952.12,Diana Prince,4012888888881881,Lowes,5542,60006,NZD,Visa,05/30,585,404,TXN503923,0,46,EFT,8.8.4.4,iPhone,admin,Subscription payment
2025-08-22 14:24:56,7221.43,Wanda Maximoff,3566002020360507,Merchant D,5411,20002,JPY,MasterCard,01/38,724,202,TXN720548,1,49,Online,1.1.1.1,Android,user1516,Regular purchase
2025-05-21 15:42:12,10439.94,John Doe,4111111111111111,Walgreens,7011,14004,USD,UnionPay,12/25,994,202,TXN334913,0,48,EFT,210.2.4.8,iPad,user123,International transaction
2025-09-21 20:07:59,26720.93,Bob Brown,6011111111111117,Merchant C,5813,13003,NZD,Diners Club,03/28,442,400,TXN796282,1,14,ATM,208.67.220.220,Windows,user101,Subscription payment
2025-09-26 22:22:35,11178.64,Tony Stark,5555555555555555,Costco,5542,20002,CAD,JCB,08/33,988,400,TXN397578,0,19,EFT,208.67.220.220,BlackBerry,user1234,In-store purchase
2025-02-18 18:03:43,22461.1,Scott Lang,3566002020360508,Amazon,5722,30003,NZD,UnionPay,02/39,214,404,TXN255315,0,13,EFT,210.2.4.8,Windows Phone,user1718,ATM withdrawal
2025-12-14 00:37:22,8848.0,Bob Brown,6011111111111117,Walgreens,5813,80008,INR,Visa Electron,03/28,442,404,TXN828494,0,15,ATM,1.1.1.1,BlackBerry,user101,Routine transaction
2025-01-20 19:23:53,49313.26,Jane Smith,5555555555554444,Merchant E,5541,14004,CAD,UnionPay,01/26,289,200,TXN102144,1,20,EFT,1.1.1.1,MacOS,user456,In-store purchase
2025-02-06 01:26:29,17673.39,Alice Johnson,378282246310005,Walmart,7011,40004,JPY,Interac,02/27,284,400,TXN783553,0,48,POS,192.168.1.1,Windows,user789,In-store purchase
2025-04-20 02:39:09,3784.35,Diana Prince,4012888888881881,Merchant C,5812,40004,CNY,Interac,05/30,585,400,TXN111183,1,13,EFT,10.0.0.1,BlackBerry,admin,Regular purchase
2025-10-19 01:07:19,1533.24,Bruce Wayne,5500000000000004,Merchant D,5999,50005,GBP,Maestro,07/32,760,200,TXN900973,0,21,EFT,10.0.0.1,Android,testuser,In-store purchase
2025-11-17 16:56:48,45886.48,Peter Parker,378734493671000,Best Buy,5704,40004,GBP,UnionPay,09/34,929,400,TXN553938,0,6,Mobile,208.67.222.222,Windows Phone,user5678,Routine transaction
2025-11-04 20:47:18,43769.24,Wanda Maximoff,3566002020360507,Amazon,5999,20002,JPY,Visa Electron,01/38,724,202,TXN981128,1,24,EFT,1.2.4.8,Chrome OS,user1516,Online shopping
2025-12-16 16:52:58,23042.32,John Doe,4111111111111111,Amazon,5704,90009,EUR,Amex,12/25,994,202,TXN250806,1,12,POS,210.2.4.8,Chrome OS,user123,High-value transaction
2025-05-16 12:59:55,19654.2,Jane Smith,5555555555554444,Lowes,5599,80008,CNY,Visa Electron,01/26,289,400,TXN858429,0,26,EFT,208.67.222.222,Linux,user456,High-value transaction
2025-07-14 07:50:46,34494.96,John Doe,4111111111111111,Merchant A,7011,80008,USD,Diners Club,12/25,994,400,TXN831904,0,25,EFT,208.67.220.220,iPad,user123,Bill payment
2025-06-06 22:24:59,16865.54,Bob Brown,6011111111111117,Walgreens,5813,90009,USD,Diners Club,03/28,442,200,TXN731896,1,1,POS,8.8.4.4,Android,user101,Suspicious activity
2025-02-02 14:05:21,5296.52,Alice Johnson,378282246310005,Lowes,5812,60006,CAD,Discover,02/27,284,200,TXN614114,1,17,Mobile,208.67.220.220,iPad,user789,Bill payment
2025-03-24 18:26:46,47688.2,Diana Prince,4012888888881881,Lowes,5542,60006,CAD,UnionPay,05/30,585,200,TXN897565,0,7,EFT,208.67.220.220,Windows,admin,Online shopping
2025-05-07 01:32:29,14470.29,Diana Prince,4012888888881881,CVS,4111,13003,NZD,Discover,05/30,585,202,TXN544769,0,28,Online,192.168.1.1,Windows Phone,admin,Online shopping
2025-06-17 01:25:42,10694.76,John Doe,4111111111111111,Costco,5812,13003,NZD,Visa,12/25,994,200,TXN604213,0,10,EFT,208.67.222.222,Android,user123,Routine transaction
2025-03-11 04:36:26,26838.41,Scott Lang,3566002020360508,Kroger,5599,20002,CAD,Maestro,02/39,214,404,TXN904547,1,42,Mobile,8.8.4.4,MacOS,user1718,Regular purchase
2025-02-18 15:40:25,15939.03,Diana Prince,4012888888881881,Merchant E,5999,90009,JPY,Diners Club,05/30,585,200,TXN298028,1,19,ATM,208.67.222.222,iPhone,admin,In-store purchase
2025-04-06 23:56:54,11194.72,Tony Stark,5555555555555555,Target,5814,70007,CHF,Visa,08/33,988,200,TXN626258,1,18,POS,10.0.0.1,Linux,user1234,ATM withdrawal
2025-05-22 07:55:39,1541.32,Tony Stark,5555555555555555,Merchant C,7011,60006,CAD,Maestro,08/33,988,200,TXN811976,0,43,Mobile,1.1.1.1,Chrome OS,user1234,Bill payment
2025-05-30 16:23:05,34374.12,Natasha Romanoff,6011000990139424,Merchant B,5812,13003,CAD,Diners Club,10/35,921,200,TXN230366,0,42,ATM,1.1.1.1,MacOS,user9101,Online shopping
2025-04-21 02:10:10,8330.54,Scott Lang,3566002020360508,Merchant E,5549,15005,NZD,Diners Club,02/39,214,400,TXN720011,0,24,Mobile,8.8.8.8,MacOS,user1718,Online shopping
2025-05-19 09:17:56,31901.29,Jane Smith,5555555555554444,Merchant C,5704,60006,NZD,JCB,01/26,289,202,TXN204181,1,42,ATM,8.8.8.8,MacOS,user456,Regular purchase
2025-06-01 17:08:45,15439.85,Scott Lang,3566002020360508,Target,5704,70007,GBP,MasterCard,02/39,214,202,TXN492837,0,11,Online,10.0.0.1,Android,user1718,International transaction
2025-04-17 05:40:51,36720.51,Carol Danvers,3566002020360506,Merchant E,5541,80008,NZD,Visa,12/37,715,400,TXN574484,0,14,Online,10.0.0.1,Linux,user1314,Regular purchase
2025-07-13 10:10:01,42949.56,John Doe,4111111111111111,Home Depot,5722,11001,JPY,Maestro,12/25,994,200,TXN232753,1,28,EFT,10.0.0.1,BlackBerry,user123,ATM withdrawal
2025-10-04 13:50:56,14875.3,Scott Lang,3566002020360508,Amazon,4111,13003,USD,Visa Electron,02/39,214,404,TXN509501,1,21,POS,208.67.222.222,Chrome OS,user1718,Suspicious activity
2025-10-09 12:08:45,4627.92,Tony Stark,5555555555555555,Merchant B,5812,100010,AUD,MasterCard,08/33,988,202,TXN941533,0,28,Mobile,172.16.0.1,Windows Phone,user1234,International transaction
2025-02-22 00:40:17,40653.82,Diana Prince,4012888888881881,Costco,5704,13003,CNY,MasterCard,05/30,585,400,TXN469264,0,46,EFT,208.67.222.222,iPad,admin,Bill payment
2025-01-26 15:46:23,42594.64,Jane Smith,5555555555554444,Walmart,5999,60006,CNY,Amex,01/26,289,404,TXN386629,1,45,POS,208.67.222.222,Windows Phone,user456,Online shopping
2025-02-25 08:29:26,23561.02,Scott Lang,3566002020360508,Merchant B,7011,80008,CNY,UnionPay,02/39,214,200,TXN587564,1,22,Mobile,172.16.0.1,iPad,user1718,Regular purchase
2025-12-13 02:36:50,1830.31,Bruce Wayne,5500000000000004,CVS,5549,60006,USD,Diners Club,07/32,760,404,TXN247110,0,34,EFT,210.2.4.8,iPhone,testuser,Regular purchase
2025-08-24 21:11:35,36670.94,Tony Stark,5555555555555555,CVS,4111,11001,INR,MasterCard,08/33,988,404,TXN290101,1,15,ATM,210.2.4.8,Windows Phone,user1234,In-store purchase
2025-12-26 21:29:34,40022.75,Peter Parker,378734493671000,Merchant C,5812,90009,JPY,JCB,09/34,929,200,TXN947750,0,45,ATM,1.2.4.8,Fire OS,user5678,ATM withdrawal
2025-10-15 11:13:15,44682.28,Jane Smith,5555555555554444,Walmart,5541,30003,CAD,Amex,01/26,289,200,TXN332395,1,27,Online,1.2.4.8,BlackBerry,user456,Online shopping
2025-03-27 17:09:48,23892.06,Jane Smith,5555555555554444,Target,5722,30003,NZD,Diners Club,01/26,289,400,TXN815059,1,48,POS,208.67.220.220,BlackBerry,user456,Bill payment
2025-05-28 11:17:34,1501.9,Charlie Davis,371449635398431,Merchant D,5549,10001,JPY,Diners Club,04/29,414,404,TXN267756,1,19,Mobile,1.2.4.8,Fire OS,user202,International transaction
2025-05-03 13:23:00,520.99,Carol Danvers,3566002020360506,Home Depot,5814,14004,CHF,UnionPay,12/37,715,400,TXN951875,1,25,EFT,1.1.1.1,Android,user1314,International transaction
2025-03-22 13:37:26,12946.19,Stephen Strange,3566002020360505,Walgreens,5599,14004,JPY,Diners Club,11/36,280,202,TXN667116,0,44,Online,10.0.0.1,MacOS,user1112,ATM withdrawal
2025-12-11 07:16:53,37794.66,Diana Prince,4012888888881881,Amazon,5599,14004,CHF,UnionPay,05/30,585,400,TXN968167,1,34,Online,8.8.8.8,Windows,admin,Bill payment
2025-06-09 12:10:31,25294.19,Clark Kent,4222200027927082,Lowes,5999,20002,JPY,MasterCard,06/31,927,202,TXN687544,1,46,POS,1.1.1.1,Fire OS,guest,In-store purchase
2025-04-16 20:30:51,43933.63,Tony Stark,5555555555555555,Costco,5999,30003,CHF,Interac,08/33,988,200,TXN914338,1,14,EFT,1.2.4.8,Chrome OS,user1234,In-store purchase
2025-01-29 10:27:44,7171.76,Bob Brown,6011111111111117,Home Depot,5813,60006,CHF,Visa Electron,03/28,442,400,TXN252988,1,26,EFT,10.0.0.1,MacOS,user101,International transaction
2025-06-03 18:52:27,28011.89,Bob Brown,6011111111111117,Merchant B,7011,12002,EUR,Visa,03/28,442,400,TXN743466,0,33,Online,172.16.0.1,Windows Phone,user101,Online shopping
2025-02-08 22:39:53,13974.75,Carol Danvers,3566002020360506,Target,5599,70007,NZD,MasterCard,12/37,715,400,TXN770538,1,18,POS,8.8.8.8,Windows,user1314,High-value transaction
2025-10-10 13:22:31,16835.17,Alice Johnson,378282246310005,Merchant E,7011,14004,GBP,Interac,02/27,284,200,TXN238797,0,5,Online,8.8.8.8,MacOS,user789,Suspicious activity
2025-11-22 12:29:35,13172.92,Charlie Davis,371449635398431,Walmart,5549,70007,NZD,MasterCard,04/29,414,400,TXN489641,1,28,Online,8.8.8.8,BlackBerry,user202,In-store purchase
2025-08-23 23:39:57,48830.69,Carol Danvers,3566002020360506,Merchant A,5411,30003,JPY,Discover,12/37,715,200,TXN639644,1,8,EFT,192.168.1.1,Fire OS,user1314,Suspicious activity
2025-06-25 06:59:59,16549.4,Scott Lang,3566002020360508,Merchant D,5812,50005,CHF,Amex,02/39,214,400,TXN781552,0,6,EFT,208.67.222.222,iPad,user1718,Online shopping
2025-01-15 14:58:40,46590.42,Wanda Maximoff,3566002020360507,CVS,5704,15005,CNY,Interac,01/38,724,400,TXN710550,1,35,POS,1.1.1.1,iPad,user1516,Regular purchase
2025-05-13 01:48:49,49820.89,Jane Smith,5555555555554444,Costco,4111,10001,USD,MasterCard,01/26,289,400,TXN823512,1,1,ATM,192.168.1.1,Chrome OS,user456,Suspicious activity
2025-08-18 23:01:11,11588.94,Peter Parker,378734493671000,Merchant B,5814,20002,EUR,Amex,09/34,929,202,TXN456632,1,1,Online,8.8.8.8,BlackBerry,user5678,Suspicious activity
2025-12-24 13:00:40,40902.07,Jane Smith,5555555555554444,Walgreens,5411,13003,INR,UnionPay,01/26,289,404,TXN533129,0,48,ATM,192.168.1.1,iPad,user456,In-store purchase
2025-04-02 09:40:43,6593.7,Charlie Davis,371449635398431,Kroger,5704,14004,CHF,Visa,04/29,414,200,TXN853787,0,35,EFT,1.2.4.8,Windows Phone,user202,High-value transaction
2025-11-14 20:45:27,25047.23,Diana Prince,4012888888881881,Amazon,5411,70007,CHF,Discover,05/30,585,200,TXN785225,0,46,Mobile,1.2.4.8,Chrome OS,admin,Suspicious activity
2025-01-12 22:06:33,29248.14,Scott Lang,3566002020360508,Best Buy,5814,70007,USD,MasterCard,02/39,214,404,TXN729277,0,26,ATM,172.16.0.1,Linux,user1718,In-store purchase
2025-01-08 03:35:22,12096.84,Diana Prince,4012888888881881,Merchant C,5999,12002,CAD,JCB,05/30,585,200,TXN569567,1,27,Online,10.0.0.1,BlackBerry,admin,Subscription payment
2025-01-17 01:37:28,48179.24,Natasha Romanoff,6011000990139424,Merchant E,4111,13003,EUR,JCB,10/35,921,200,TXN213196,0,9,POS,1.2.4.8,Chrome OS,user9101,Bill payment
2025-02-13 07:49:17,33258.55,Charlie Davis,371449635398431,Merchant C,7011,50005,GBP,MasterCard,04/29,414,202,TXN226042,0,16,EFT,8.8.8.8,iPad,user202,Regular purchase
2025-04-05 23:21:27,39272.51,Bruce Wayne,5500000000000004,Merchant E,5599,50005,USD,JCB,07/32,760,404,TXN335100,0,21,ATM,1.2.4.8,Fire OS,testuser,Bill payment
2025-09-05 18:43:17,44789.87,Stephen Strange,3566002020360505,Merchant B,5999,70007,CHF,Amex,11/36,280,404,TXN374028,1,5,POS,210.2.4.8,iPad,user1112,Regular purchase
2025-02-14 13:01:19,35031.08,Diana Prince,4012888888881881,Merchant E,5812,100010,USD,UnionPay,05/30,585,404,TXN461342,0,49,ATM,10.0.0.1,Windows Phone,admin,High-value transaction
2025-10-21 16:07:50,913.52,Bruce Wayne,5500000000000004,Walmart,5542,60006,AUD,MasterCard,07/32,760,200,TXN805163,1,14,EFT,8.8.4.4,Android,testuser,Online shopping
2025-01-17 23:32:30,12519.28,Charlie Davis,371449635398431,Costco,5411,13003,INR,Visa Electron,04/29,414,404,TXN553540,0,5,EFT,208.67.220.220,iPad,user202,Routine transaction
2025-08-29 23:45:18,46015.04,Carol Danvers,3566002020360506,Best Buy,4111,50005,JPY,Interac,12/37,715,202,TXN575608,0,15,Online,192.168.1.1,MacOS,user1314,High-value transaction
2025-04-12 15:08:07,35132.05,Wanda Maximoff,3566002020360507,Amazon,5812,30003,CHF,Diners Club,01/38,724,400,TXN297225,1,21,Online,8.8.8.8,Android,user1516,Online shopping
2025-12-19 19:22:20,33853.83,Scott Lang,3566002020360508,Merchant C,5599,30003,JPY,Interac,02/39,214,404,TXN665460,1,23,Online,8.8.8.8,Windows Phone,user1718,Subscription payment
2025-10-28 17:37:37,39867.3,Stephen Strange,3566002020360505,Lowes,5814,60006,INR,Visa Electron,11/36,280,200,TXN586620,0,6,ATM,8.8.4.4,BlackBerry,user1112,Subscription payment
2025-05-11 13:10:17,10716.8,Diana Prince,4012888888881881,Merchant A,5812,100010,INR,MasterCard,05/30,585,404,TXN654204,0,21,Online,1.1.1.1,Android,admin,Regular purchase
2025-07-13 04:39:32,15009.42,Clark Kent,4222200027927082,CVS,5542,40004,USD,Visa Electron,06/31,927,400,TXN860241,1,4,Online,210.2.4.8,Fire OS,guest,Subscription payment
2025-09-04 11:07:48,10396.23,Carol Danvers,3566002020360506,Target,5549,14004,AUD,Visa,12/37,715,400,TXN174985,1,25,ATM,192.168.1.1,iPad,user1314,International transaction
2025-04-30 08:11:00,5650.12,John Doe,4111111111111111,Lowes,5812,14004,JPY,UnionPay,12/25,994,404,TXN864899,0,6,Online,172.16.0.1,iPhone,user123,In-store purchase
2025-08-24 13:36:35,34744.97,Clark Kent,4222200027927082,Home Depot,4111,40004,EUR,Interac,06/31,927,200,TXN242635,1,46,Online,8.8.8.8,BlackBerry,guest,Suspicious activity
